poem_id | author_id | poem_title | poem | translator_first_name | translator_last_name | isbn
0 | 0 | "9" | "Fill your bowl to the brim\n and it will spill\nKeep sharpening your knife\nand it will blunt\n Chase after money and security\nand your heart will never unclench\nCare about people\'s approval\n and you will be their prisoner\n\nDo your work, then step back.\nThe only path to serentity."| "Stephen" | "Mitchell"| "0-06-09-1608-7"
